Cod SMIS,Titlu,Beneficiar, Region , County ,Locality,FEDR,member state amount,own contribution,Ineligible Expenses ,total amount,Priority Axis,Intervention Category
13325,"Reabilitare, modernizare, dotare, Scoala nr.3","Unitatea administrativ Teritoriala a Municipiului Focsani, Jud. Vrancea",Sud Est,Vrancea,Focsani,3024947,462639,71175,1626537,5185298,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53930,"""Realizare (construire) campus scolar la Liceul Pedagogic ""C. D. Loga"" din Caransebes, jud. Caras - Severin"" ","Municipiul Caransebes
Liceul ""C. D. Loga"" Caransebes",Vest,Caras Severin,Caransebes,12061464,1844694,283799,3873755,18063712,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
11595,"Reabilitare si modernizare Grup Scolar ""Ion Caian Romanul"" Comuna Caianu Mic",Consiliul Local al comunei Caianu Mic ,Nord Vest,Bistrita Nasaud,Caianu Mic,4419950,675992,103999,1753990,6953932,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
54084,"Reabilitarea liceului tehnologic economic ""Elina Matei Basarab"" Rm.Sarat","Parteneriatul dintre UAT Municipiul Ramnicu Sarat, Colegiul National Al.Vlahuta Rm Sarat si Liceul tehnologic economic ""Elina Matei Basarab"" Rm.Sarat
Colegiul National Al.Vlahuta Rm Sarat si Liceul tehnologic economic ""Elina Matei Basarab"" Rm.Sarat",Sud Est,Buzau,Ramnicu Sarat,1448715,221568,34087,992244,2696614,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
54162,"Mansardare Scoala cu clasele I-IV sat Pauca, comuna Pauca, judetul Sibiu","Comuna Pauca, judetul Sibiu",Centru,Sibiu,Pauca,472462,72259,11117,66138,621976,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53473,"REABILITARE SI UTILITATI LA SCOALA CU CLASELE I-VIII, SAT DUMBRAVA","COMUNA TIMISESTI TIMISESTI COMUNA TIMISESTI
SCOALA CU CLASELE I - VIII TIMISESTI",Nord Est,Neamt,Timisesti,463005,70813,10894,422461,967173,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53664,"REABILITARE SI EXTINDERE SCOALA SAT AVANTU, COMUNA ROMANESTI, JUDETUL IASI",COMUNA ROMANESTI,Nord Est,Iasi,Romanesti,279285,42714,6571,864163,1192733,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53808,"Reabilitare scoala de arte si meserii cu clasele I-X Chiojdeni, jud. Vrancea","Parteneriatul dintre UAT Comuna Chiojdeni si Scoala de arte si meserii cu clasele I-X Chiojdeni
Scoala de arte si meserii cu clasele I-X Chiojdeni",Nord Est,Vrancea,Chiojdeni,854232,130647,20100,1218626,2223605,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53407,"Reabilitare termica grupuri sanitare, imprejmuire la Scoala Generala Nr. 1, Clasele I-Iv, Comuna Dumbraveni, Judetul Suceava",Comuna Dumbraveni ,Nord Est,Suceava,Dumbraveni,391570,59887,9213,231647,692318,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53106,"Reabilitare scoala cu clasele I-VIII in Comuna Volovat, Judetul Suceava",Comuna Volovat  Judetul Suceava,Nord Est,Suceava,Comuna Volovat ,607165,92860,14287,835918,1550230,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53665,"Reabilitare scoala clasele I-IV Sat Frenciugi, Comuna Draguseni, Judetul Iasi",Comuna Draguseni Draguseni Comuna Draguseni,Nord Est,Iasi,Draguseni,323456,49470,7611,823685,1204222,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
4412,Educatia din mediul rural la Standarde Europene,"Consiliul Local al Comunei Pipirig, Judetul Neamt",Nord Est,Neamt,Pipirig,576728,88205,13570,202765,881268,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53105,"EXTINDERE CU DOUA GRUPURI SANITARE SI SALI DE CLASA, P+1 LA COLEGIUL TEHNIC ""LATCU VODA"" SIRET - PROIECTARE SI EXECUTIE","ORASUL SIRET SIRET STR. 28 NOIEMBRIE, NR. 1",Nord Est,Suceava,Siret,408349,62453,9608,621356,1101767,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53805,"Reparatii capitale scoala cu clasele I-VIII + extindere grup sanitar+imprejmuire in Mircestii Noi, Com. Vanatori",UAT Comuna Vanatori,Sud Est,Vrancea,Vanatori,316337,48381,7443,779903,1152065,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53474,REPARATII CAPITALE SI REABILITARE LA SCOALA CU CLASELE I-VIII (CORP A+CORP B) SAT TIMISESTI,COMUNA TIMISESTI ,Nord Est,Neamt,Timisesti,469235,71765,11041,702349,1254389,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
3244,Centru de afaceri Sibiu,"SC Transcar International SRL, Sibiu",Centru,Sibiu,Sibiu ,40516850,6199223,20021174,22252303,88989549,Axa Prioritara 4 Sprijinirea dezvoltarii mediului de afaceri regional si local,Domeniul Major de Interventie 4.1 Dezvoltarea durabila a structurilor de sprijinire a afacerilor de importanta regionala si locala
3514,"Extindere + etajare + mansardare Centru de Afaceri din strada Victoriei nr.17, Buzau",SC Activ Expert Cons si Servicii SRL,Sud Est,Buzau,Buzau,1309736,200394,647199,969055,3126384,Axa Prioritara 4 Sprijinirea dezvoltarii mediului de afaceri regional si local,Domeniul Major de Interventie 4.1 Dezvoltarea durabila a structurilor de sprijinire a afacerilor de importanta regionala si locala
2100,CENTRU DE SPRIJINIRE SI DEZVOLTARE A AFACERILOR,SC TESTER GROUP SRL IASI,Nord Est,Iasi,Iasi,16613322,2541898,9014221,8798952,36968392,Axa Prioritara 4 Sprijinirea dezvoltarii mediului de afaceri regional si local,Domeniul Major de Interventie 4.1 Dezvoltarea durabila a structurilor de sprijinire a afacerilor de importanta regionala si locala
7362,Centru Multifunctional de dezoltare a afacerilor,S.C. Camion Logistic S.R.L.,Sud ,Giurgiu,Bolintin-Deal,7378076,1128872,3664867,3834140,16005955,Axa Prioritara 4 Sprijinirea dezvoltarii mediului de afaceri regional si local,Domeniul Major de Interventie 4.1 Dezvoltarea durabila a structurilor de sprijinire a afacerilor de importanta regionala si locala
6434,Lucrari de modernizare a infrastructurii la SC Moreni Parc Industrial SA,Consiliul Judetean Dambovita,Sud ,Dambovita,Moreni,15501179,2371736,17872915,16758971,52504800,Axa Prioritara 4 Sprijinirea dezvoltarii mediului de afaceri regional si local,Domeniul Major de Interventie 4.1 Dezvoltarea durabila a structurilor de sprijinire a afacerilor de importanta regionala si locala
3392,AXA - CENTRU VERDE DE CONSULTANTA IN AFACERI,SC AXA PLUS SRL IASI,Nord Est,Iasi,Iasi,4473006,684386,2210311,2916851,10284554,Axa Prioritara 4 Sprijinirea dezvoltarii mediului de afaceri regional si local,Domeniul Major de Interventie 4.1 Dezvoltarea durabila a structurilor de sprijinire a afacerilor de importanta regionala si locala
3151,"CENTRU DE SPRIJINIRE SI DEZVOLTARE A AFACERILOR ""CAROL""","SC CARTIERUL CAROL SRL, IASI",Nord Est,Iasi,Iasi,4328845,662329,3468443,2960376,11419992,Axa Prioritara 4 Sprijinirea dezvoltarii mediului de afaceri regional si local,Domeniul Major de Interventie 4.1 Dezvoltarea durabila a structurilor de sprijinire a afacerilor de importanta regionala si locala
3766,Centrul Multifunctional Craiova Pavilion Central,Consiliul Local Craiova,Sud Vest,Dolj,Craiova,27581068,4220002,31801070,19665140,83267280,Axa Prioritara 4 Sprijinirea dezvoltarii mediului de afaceri regional si local,Domeniul Major de Interventie 4.1 Dezvoltarea durabila a structurilor de sprijinire a afacerilor de importanta regionala si locala
10994,"Dezvoltare Structura de Sprijinire a Afacerilor - Etapa I, Construire Infrastructura: - Cladire pentru Servicii - Cladire pentru Productie si Depozitare",SC Arc Parc Industrial SRL,Nord Vest,Cluj,Cluj-Napoca,9396515,1437700,4643235,4354242,19831693,Axa Prioritara 4 Sprijinirea dezvoltarii mediului de afaceri regional si local,Domeniul Major de Interventie 4.1 Dezvoltarea durabila a structurilor de sprijinire a afacerilor de importanta regionala si locala
6293,Centrul de dezvoltare a serviciilor in afaceri Nord Oltenia,SC Niva SRL,Sud Vest,Valcea,Ramnicu Valcea,3558889,544523,1766991,1718552,7588955,Axa Prioritara 4 Sprijinirea dezvoltarii mediului de afaceri regional si local,Domeniul Major de Interventie 4.1 Dezvoltarea durabila a structurilor de sprijinire a afacerilor de importanta regionala si locala
12871,City Business Development Centre – Structura de sprijin pentru afacerile inovative din Timisoara ,Modatim Business Facility S.R.L.,Vest,Timis,Timisoara,25419569,3889285,19539236,22779786,71627877,Axa Prioritara 4 Sprijinirea dezvoltarii mediului de afaceri regional si local,Domeniul Major de Interventie 4.1 Dezvoltarea durabila a structurilor de sprijinire a afacerilor de importanta regionala si locala
13993,Centrul de afaceri - RPF Development - Municipiul Bucuresti,SC RPF Development SRL,Bucuresti Ilfov,Bucuresti,Bucuresti,5742511,878625,4414091,3363680,14398907,Axa Prioritara 4 Sprijinirea dezvoltarii mediului de afaceri regional si local,Domeniul Major de Interventie 4.1 Dezvoltarea durabila a structurilor de sprijinire a afacerilor de importanta regionala si locala
2298,Parc de afaceri Simeria   ,Consiliul Judetean Hunedoara,Vest,Hunedoara,Simeria,6781390,1037577,7818967,5628729,21266662,Axa Prioritara 4 Sprijinirea dezvoltarii mediului de afaceri regional si local,Domeniul Major de Interventie 4.1 Dezvoltarea durabila a structurilor de sprijinire a afacerilor de importanta regionala si locala
9887,Centru de Afaceri ROMCOM-structura de sprijinire a afacerilor mici si mijlocii si a initiativelor antreprenoriale din Judetul Bihor,SC ROMCOM INVEST SRL,Nord Vest,Bihor,Oradea,2719949,416162,1344048,2142296,6622455,Axa Prioritara 4 Sprijinirea dezvoltarii mediului de afaceri regional si local,Domeniul Major de Interventie 4.1 Dezvoltarea durabila a structurilor de sprijinire a afacerilor de importanta regionala si locala
3765,"Bursa de cereale in orasul Corabia, judetul Olt","Consiliul Judetean Olt
Consiliul Local Corabia",Sud Vest,Olt,Corabia,1679501,256970,1936471,1938046,5810988,Axa Prioritara 4 Sprijinirea dezvoltarii mediului de afaceri regional si local,Domeniul Major de Interventie 4.1 Dezvoltarea durabila a structurilor de sprijinire a afacerilor de importanta regionala si locala
6143,Construirea unui Centru de Afaceri in municipiul Dej destinat IMM din domeniul serviciilor suport pentru initierea si dezvoltarea afacerilor,SC Lemnul Verde Cofetarie SRL,Nord Vest,Cluj,Dej,1659529,253914,820047,1705892,4439382,Axa Prioritara 4 Sprijinirea dezvoltarii mediului de afaceri regional si local,Domeniul Major de Interventie 4.1 Dezvoltarea durabila a structurilor de sprijinire a afacerilor de importanta regionala si locala
4182,Construire cladire de birouri pentru sprijinirea afacerilor in municipiul Targu Mures,"SC Multinvest SRL, Targu Mures, jud. Mures",Centru,Mures,Targu Mures,12832018,1963345,6340870,8051630,29187862,Axa Prioritara 4 Sprijinirea dezvoltarii mediului de afaceri regional si local,Domeniul Major de Interventie 4.1 Dezvoltarea durabila a structurilor de sprijinire a afacerilor de importanta regionala si locala
13835,Crearea unei infrastructuri de afaceri in municipiul Oradea si asigurarea cu utilitati publice a parcului industrial Eurobusiness Oradea-etapa I,Municipiul Oradea,Nord Vest,Bihor,Oradea,26540111,4060732,30600843,17758854,78960539,Axa Prioritara 4 Sprijinirea dezvoltarii mediului de afaceri regional si local,Domeniul Major de Interventie 4.1 Dezvoltarea durabila a structurilor de sprijinire a afacerilor de importanta regionala si locala
18614,"Centru pentru sprijinirea afacerilor ""West Gate Business Center""",SC ALMA TRADE SRL,Bucuresti Ilfov,Ilfov,Bucuresti,35140506,5376623,28155971,19624235,88297336,Axa Prioritara 4 Sprijinirea dezvoltarii mediului de afaceri regional si local,Domeniul Major de Interventie 4.1 Dezvoltarea durabila a structurilor de sprijinire a afacerilor de importanta regionala si locala
17978,Infiintare centru de afaceri de catre SC Romex SRL,Sc Romex SRL - jud. Mures,Centru,Mures,Targu Mures,1221948,186962,603819,768557,2781286,Axa Prioritara 4 Sprijinirea dezvoltarii mediului de afaceri regional si local,Domeniul Major de Interventie 4.1 Dezvoltarea durabila a structurilor de sprijinire a afacerilor de importanta regionala si locala
22305,Centru de dezvoltare a afacerilor,S.C. SANVA CONSTRUCT S.R.L.,Sud ,Teleorman,Alexandria,2285078,349625,1129158,1227551,4991412,Axa Prioritara 4 Sprijinirea dezvoltarii mediului de afaceri regional si local,Domeniul Major de Interventie 4.1 Dezvoltarea durabila a structurilor de sprijinire a afacerilor de importanta regionala si locala
20064,Centru pentru dezvoltarea serviciilor si afacerilor Blue Wings,SC Reysol SRL,Sud Vest,Dolj,Craiova,8245330,1261565,4093813,3930565,17531273,Axa Prioritara 4 Sprijinirea dezvoltarii mediului de afaceri regional si local,Domeniul Major de Interventie 4.1 Dezvoltarea durabila a structurilor de sprijinire a afacerilor de importanta regionala si locala
18472,Complex multifunctional pentru sprijinirea afacerilor,SC Remservice SRL,Sud Vest,Valcea,Ramnicu Valcea,3086146,472191,2382126,1741931,7682394,Axa Prioritara 4 Sprijinirea dezvoltarii mediului de afaceri regional si local,Domeniul Major de Interventie 4.1 Dezvoltarea durabila a structurilor de sprijinire a afacerilor de importanta regionala si locala
17342,"Modernizare si recompartimentare cladire spatii productie si servicii, modernizare si extindere utilitati de baza si dotare cu echipamente in vederea crearii unei structuri de sprijinire a afacerilor",SC Grinexim Com SRL,Sud Vest,Dolj,Craiova,2660264,407030,1314555,1558762,5940611,Axa Prioritara 4 Sprijinirea dezvoltarii mediului de afaceri regional si local,Domeniul Major de Interventie 4.1 Dezvoltarea durabila a structurilor de sprijinire a afacerilor de importanta regionala si locala
19412,"Dezvoltare Centru de afaceri ""Hamilton""",S.C. OCH LOGISTIC AG S.R.L.,Sud ,Ialomita,Slobozia,18451311,2823116,9117612,9464584,39856622,Axa Prioritara 4 Sprijinirea dezvoltarii mediului de afaceri regional si local,Domeniul Major de Interventie 4.1 Dezvoltarea durabila a structurilor de sprijinire a afacerilor de importanta regionala si locala
