Cod SMIS,Titlu,Beneficiar, Region , County ,Locality,FEDR,member state amount,own contribution,Ineligible Expenses ,total amount,Priority Axis,Intervention Category
11878,"Reabilitare, modernizare, extindere si echipare infrastructura educationala - Scoala Balteni, localitatea Contesti, comuna Contesti, jud Dambovita","Comuna Contesti, jud Dambovita",Sud ,Dambovita,Contesti,4518740,683425,114000,1587373,6903537,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
11611,"Reabilitare scoala generala, sat Valea Popii si scoala sat Draghici, comuna Mihaesti, jud.Arges","Comuna Mihaesti, jud.Arges",Sud ,Arges,Mihaesti,2582323,394944,60761,752599,3790626,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
12938,"Reabilitare si extindere scoala cu clasele I-VIII, localitatea Valu lui Traian, jud. Constanta","Consiliul Local Valu lui Traian, jud. Constanta",Sud Est,Constanta,Valu lui Traian,6214916,950517,146233,2987836,10299502,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
11610,Reabilitare scoala in satul Cicanesti,"Comuna Cicanesti, jud.Arges",Sud ,Arges,Cicanesti,2303251,352262,54194,804524,3514231,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
11362,Reabilitare scoala cu clasele I - VIII in localitatea Dorolt,UAT Comuna Dorolt,Nord Vest,Satu Mare,Dorolt,1230212,188150,28946,387396,1834704,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
11903,"Reabilitare, modernizare, extindere si echipare infrastructura educationala - Scoala Contesti, localitatea Contesti, comuna Contesti, jud Dambovita","Comuna Contesti, jud Dambovita",Sud ,Dambovita,Contesti,4545068,695071,107000,1714319,7061458,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
12937,"Modernizarea si reabilitarea  Scolii nr.9 ""Calistrat Hogas""din Municipiul Galati",Consiliul  Local Galati,Sud Est,Galati,Galati,2363183,361428,55604,853368,3633583,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
13311,"Reabilitarea, modernizare si dotari - Scoala nr.1 ""Nicolae Iorga""",Unitatea administrativ Teritoriala Focsani,Sud Est,Vrancea,Focsani,2242902,343032,52774,1059658,3698366,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
12652,Consolidare reabilitare extindere Scoala Generala nr. 4 Kollo Miklos,UAT Comuna Ciumani,Centru,Harghita,Ciumani,2542753,388892,59829,866612,3858086,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
13532,"Modernizare, extindere si reabilitare a campusului Grup Scolar Industrial Energetic Oras Turceni, Judetul Gorj",Consiliul Local Turceni,Sud Vest,Gorj,Turceni,19492824,2981255,458655,7675205,30607939,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
12792,"Reabilitarea, modernizarea, extinderea si echiparea Liceului Teoretic „Petru Rares” Feldioara Corp C Clasele I – IV",Consiliul local al Comunei Feldioara,Centru,Brasov,Feldioara,4991992,763481,117459,1478112,7351044,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
13323,"Reabilitarea, scoala cu cls. I-VIII “Sfantul Andrei”, Braila","Unitatea administrativ Teritoriala a Municipiului Braila, jud Braila",Sud Est,Braila,Braila,2666247,407779,62735,740692,3877452,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
11779,"Reabiliare, consolidare, extindere Grup Scolar Maneciu, Prahova","Comuna Maneciu, jud Prahova",Sud ,Prahova,Maneciu,5696599,871245,134038,1887903,8589785,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
11956,"Consolidare, modernizare, extindere si dotare infrastructura de invatamant cu caracter obligatoriu - scoala cu clasele I - VIII, comuna Nucet, judetul Dambovita","Comuna Nucet, judetul Dambovita",Sud ,Dambovita,Nucet,1283673,194830,31700,787156,2297359,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
13613,"Reabilitare, modernizare si extindere spatii de invatamant si cazare Facultatea de Mecanica Craiova P+4, D+4 si desfiintare constructie C4",Universitatea din Craiova,Sud Vest,Dolj,Craiova,30113505,4605595,2838462,10149582,47707143,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
4273,Reabilitarea si modernizarea Centrului Scolar pentru educatie incluziva Stefan Cel Mare,Judetul Neamt ,Nord Est,Neamt,Stefan cel Mare,16909225,2586117,397864,5593160,25486366,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
11472,Imbunatatirea calitatii infrastructurii si a procesului educational in comuna Hodod prin extinderea si dotarea scolii Wessellenyi (ang 206),Consiliul Local Hodod,Nord Vest,Satu Mare,Hodod,1134308,173482,26690,353514,1687994,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
11664,"Modernizare si extindere scoala nr.4 Elena Donici Cantacuzino din orasul Pucioasa, judetul Dambovita","Orasul Pucioasa, jud. Dambovita",Sud ,Dambovita,Pucioasa,1535810,234889,36137,672222,2479058,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
11707,"Extindere si dotare scoala generala cu clasele I-IV, sat Valea Corbului, comuna Calinesti, judetul Arges","Consiliul Local Calinesti, judetul Arges",Sud ,Arges,Calinesti,624853,95566,14702,264886,1000007,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
11713,"Modernizare si dotare scoala generala cu clasele I - VIII Urlucea, sat Rancaciov, comuna Calinesti, judetul Arges",Comuna Calinesti,Sud ,Arges,Calinesti,682672,104409,16063,327621,1130764,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
11490,Implementarea masurilor de eficienta energetica la scoala cu clasele I - VIII Avram Iancu din Municipiul Satu Mare,Municipiul Satu Mare,Nord Vest,Satu Mare,Satu Mare,1439021,220086,33859,421832,2114798,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
13324,"Modernizare, reabilitare si sistematizare verticala scoala cu cls.I-IV str.Independentei nr.15, oras Negru Voda, jud. Constanta",Consiliul Local al Orasului Negru Voda,Sud Est,Constanta,Negru Voda,2021288,309138,47560,705397,3083383,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
13322,Extinderea pe verticala scoala cu cls. I-VIII Ion Creanga,Unitatea Administrativ Teritoriala a Municipiului Braila,Sud Est,Braila,Braila,3024315,462542,71160,839949,4397966,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
12936,Reabilitare si extindere Scoala cu clasele I-VIII localitatea Poarta Alba,"Consiliul Local Poarta Alba, jud. Constanta",Sud Est,Constanta,Poarta Alba,6490978,992738,152729,2687453,10323898,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
11496,"Reabilitarea, consolidarea, extinderea si dotarea scolii cu clasele I-VIII Sic, comuna Sic, judetul Cluj","Consiliul Local al comunei Sic,judetul Cluj",Nord Vest,Cluj,Sic,2346560,358886,55213,938234,3698894,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
13448,Modernizarea Grupului Scolar Mihai Viteazu  din Municipiul Vulcan,Consiliul Local Vulcan,Vest,Hunedoara,Vulcan,5705219,872563,134240,1602658,8314681,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
13328,"Reabilitarea , modernizarea extinderea si echiparea infrastructurii de invatamant scolar - comuna Fitionesti, judetul Vrancea","Consiliul Local Fitionesti, Jud Vrancea",Sud Est,Vrancea,Fitionesti,5748882,879241,135268,1940416,8703807,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
12134,"Reabilitare, modernizare si extindere cu sala de gimnastica Scoala generala Tartasesti, judetul Dambovita","Comuna Tartasesti, jud Dambovita",Sud ,Dambovita,Tartasesti,2905438,444019,68705,1016254,4434416,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
12164,"Reabilitarea, modernizarea, dezvoltarea si echiparea infrastructurii educationale - Colegiul National ""Vladimir Streinu"" Gaesti",Orasul Gaesti,Sud ,Dambovita,Gaesti,4286668,655608,100863,1449622,6492761,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
12868,Campus invatamant profesional si tehnic,Comuna Arieseni,Centru,Alba,Arieseni,11993140,1834245,282192,4727653,18837230,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
12053,"Extindere si dotare scoala cu clasele I-VIII Purcareni, sat Purcareni, comuna Micesti, judetul Arges",Comuna Micesti,Sud ,Arges,Micesti,939586,143701,22108,404104,1509499,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
11994,Reabilitare si modernizare scoala nr. 1 Mihai Viteazu Pucioasa,"Orasul Pucioasa, jud Dambovita",Sud ,Dambovita,Pucioasa,1074346,164312,25279,510175,1774112,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
12163,"Consolidarea, reabilitarea si extinderea Scolii cu clasele I -VIII, in comuna Cuza Voda, judetul Calarasi","Comuna Cuza Voda, judetul Calarasi",Sud ,Calarasi,Cuza Voda,3751086,573695,88261,1464988,5878030,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
11489,Implementarea masurilor de eficienta energetica la scoala cu clasele I-VIII Balcescu-Petofi din municipiul Satu Mare,Primaria Municipiului Satu Mare,Nord Vest,Satu Mare,Satu Mare,1406928,215177,33104,529495,2184705,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
12054,"Extindere si dotare scoala cu clasele I-VIII Micesti, sat Micesti, comuna Micesti, judetul Arges",Comuna Micesti,Sud ,Arges,Micesti,1037158,158624,24404,429340,1649526,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
12055,"Extindere si dotare scoala cu clasele I - IV Troislav, sat Pauleasa, comuna Micesti, judetul Arges",Comuna Micesti,Sud ,Arges,Micesti,644641,98592,15168,315206,1073607,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
12142,"Reabilitare Scoala generala din Bascov Centru, judetul Arges","Comuna Bascov, jud Arges",Sud ,Arges,Bascov,2187361,334538,51467,2032129,4605495,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
12143,"Reabilitare Scoala generala cu clasele I - VIII Valea Ursului - comuna Bascov, judetul Arges","Comuna Bascov, jud Arges",Sud ,Arges,Bascov,1885967,288442,44376,1161083,3379869,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
11366,"Implementarea masurilor de eficienta energetica la scoala cu clasele I-VIII, Ion Creanga din Municipiul Satu Mare",Primaria Municipiului Satu Mare,Nord Vest,Satu Mare,Satu Mare,1600946,244851,37669,571289,2454755,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
12822,"Reabilitarea, modernizarea dezvoltarea si echiparea cladirilor grupului scolar Liviu Rebreanu_Balan si asigurarea dotarilor necesare",Consiliul Local al Orasului Balan,Centru,Harghita,Balan,7964465,1218095,187399,2963373,12333332,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53414,"Reabilitare si modernizare cladire scoala nr 2 cu clasele I-IV din sat Nicolae Balcescu, comuna Alexandru Odobescu, judetul Calarasi","UAT Comuna Alexandru Oddobescu
Scoala gimnaziala nr 1Nicolae Balcescu",Sud ,Calarasi,Nicolae Balcescu,525142,80316,12356,66126,683940,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
12160,"Consolidare si reabilitare Scoala cu clasele I -IV sat Cepari Ungureni, judetul Arges",Consiliul Local Cepari,Sud ,Arges,Cepari ,985707,150755,23193,441080,1600735,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53350,Extinderea si dotarea cu echipament didactic a scolii cu clasele I-VIII,Comuna Cornetu,Bucuresti Ilfov,Ilfov,Cornetu,4761946,728298,112046,2047020,7649309,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53292,"Modernizare Scoala Gimnaziala in Comuna Bistrita Birgaului, str Principala nr.1327, judetul Bistrita-Nasaud",Parteneriat intre Comuna Bistrita Birgaului si Scoala Gimnaziala nr 1 Bistrita Birgaului ,Nord Vest,Bistrita Nasaud,Bistrita Bargaului,458838,70175,10796,34800,574609,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
52884,Consolidare cladire Colegiul National Ion Maiorescu,UAT municipiul Giurgiu,Sud ,Giurgiu,Giurgiu,2991493,457522,70388,23500,3542903,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53938,"Extindere Scoala Primara nr. 1, comuna Clinceni",UAT Clinceni,Bucuresti Ilfov,Ilfov,Clinceni,460249,70391,10829,34975,576445,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
4274,"REABILITARE SI MODERNIZARE SCOALA CU CLASELE I - VIII LOCALITATEA RACAUTI, COMUNA BUCIUMI, JUDETUL BACAU","CONSILIUL LOCAL BUCIUMI, BUCIUMI, COMUNA BUCIUMI, JUDETUL BACAU",Nord Est,Bacau,Buciumi,1181673,180726,27804,921421,2311625,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53433,"Modernizare scoala clasele I-VIII, sat Gurra Sutii",UAT Comuna Gura Sutii,Sud ,Dambovita,Gura Sutii,497693,76118,11710,144082,729603,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
52088,Reabilitare grup scolar agricol Voinesti,Comuna Voinesti,Sud ,Dambovita,Voinesti,549968,84113,12940,360662,1007683,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
52978,"Campus scolar, Grup Scolar Agricol Barsesti, Municipiul Targu Jiu",UAT Municipiul Targu Jiu,Sud Vest,Gorj,Targu Jiu,11309586,1729701,266108,4398911,17704307,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
54121,"Reabilitare, modernizare s echipare Scoala Gimnaziala Pristol, Judetul Mehedinti",UAT Pristol,Sud Vest,Mehedinti,Pristol,436456,66752,10270,31267,544744,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
54126,"Reabilitare Scoala Gimnaziala, Comuna Branistea, judetul Mehedinti",UAT Comuna Branistea,Sud Vest,Mehedinti,Branistea,445951,68204,10493,74115,598763,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
54125,"Imbunatatirea calitatii infrastructurii de educatie in comuna Bilteni, judetul Gorj prin reabilitare cladire Scoala Generala Bilteni",UAT Comuna Bailteni,Sud Vest,Gorj,Bilteni,491575,75182,11566,90577,668900,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53399,Reabilitare termica corp principal scoala Colegiul National Octavian Goga,Municipiul Miercurea Ciuc,Centru,Harghita,Miercurea Ciuc,1546088,236460,36379,902824,2721751,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53718,Edificare si Construire Campus Scolar Colegiul National Liviu Rebreanu,UAT Municipiul Bistrita,Nord Vest,Bistrita Nasaud,Bistrita,17276616,2642306,406509,10366670,30692100,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53123,Lucrari de consolidare si reabilitare Corp Cladire C – Oras Beclean ,"UAT  Oras Beclean, Liceul Tehnologic Agricol Beclean    Beclean, Al Ghiocelului nr 6, jud. Bistrita-Nasaud",Nord Vest,Bistrita Nasaud,Beclean,849980,129997,20000,367561,1367538,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53156,Executie sala de sport scoala Constantin Stere,UAT comuna Bucov,Sud ,Prahova,Bucov,711557,108826,16743,1507449,2344575,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53680,"Reabilitare si extindere cladire, scoala Ulmet, sat Ulmet, comuna Dobrun, judetul Olt",UAT Comuna Dobrun,Sud Vest,Olt,Dobrun,487604,74575,11473,49361,623013,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
54122,"Reabilitare si constructie Campus Scolar Liceul “Preda Buzescu” Berbesti , judetul Valcea",UAT Berbesti,Sud Vest,Valcea,Berbesti,9570887,1463783,225197,9809469,21069335,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53420,Reabilitarea si modernizarea Scolii Generale cu clasele I - IIX Achim Popescu,"UAT Comuna Pausesti - Maglasi, Rm Valcea",Sud Vest,Valcea, Pausesti-Malgasi,489154,74812,11510,78658,654134,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
54108,Reabilitare acoperis cladire Liceul Teoretic Carol I,"UAT Municipiul Fetesti
Liceul teoretic Carol I Fetesti",Sud ,Ialomita,Fetesti,482736,73830,11358,46733,614657,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
52979,Campus scolar Liceul teoretic Carol I Fetesti,"UAT Municipiul Fetesti
Liceul teoretic Carol I Fetesti",Sud ,Ialomita,Fetesti,22154238,3388295,521276,1672802,27736610,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53573,"Campus scolar Oras Bechet, judetul Dolj",UAT Bechet,Sud Vest,Dolj,Bechet,15862674,2426056,373239,3189903,21851873,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53689,"Reabilitare si Extindere Scoala Gimnaziala cu clasele I-VIII, Sat Dobrun, Comuna Dobrun, Jud. Olt",UAT Comuna Dobrun,Sud Vest,Olt,Dobrun,478533,73187,11260,49136,612117,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
