Year 1,Year 2,source,beneficiary,name_of_operation,on_finish_total_value,allocated_public_funding
2009,2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Seehotel Schwanenhof,"Seehotel Schwanenhof, Inh. 
Fabian Freese e.K. 
Modernisierung einer 
Betriebsstätte in Mölln","40.461,71 €",
2008,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Seehundstation 
Friedrichskoog","Erlebnisausstellung in der 
Seehundstation Friedrichskoog","550.008,00 €",
2011,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Seehuus GmbH,"Errichtung einer Betriebsstätte 
in Timmendorfer Strand, 
Seehuus GmbH","1.995.000,00 €",
2013,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,SEKAI Europe GmbH,"Einstellung 
Innovationsassistent-/in",,"24.000,00 €"
2008,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Semcoglas GmbH,"Semcoglas GmbH Verlagerung 
einer Betriebsstätte nach Kropp","1.156.350,00 €",
2008,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"SEP, Stuht Entwicklung 
und Produktion GmbH
 und Grundstücksgese","SEP, Stuht Entwicklung und 
Produktion GmbH Verlagerung 
der Betriebsstätte nach 
Pansdorf","72.356,51 €",
2009,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"SET selected electronic 
technologies GmbH","AIRCON-energieeffieziente 
Klimageräte und Systeme für 
BTS mit photvolt. 
Stromversorgung","200.000,00 €",
2012,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"SG Medientechnik GmbH 
 und weiterer Begüns","Verlagerung und Erweiterung 
einer Betriebsstätte in Lübeck, 
SG Medientechnik GmbH","235.540,00 €",
2010,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Sicht- und Sonnenschutz 
Vertrieb e.K.","Erweiterung der Betriebsstätte 
in Lübeck-Schlutup, Sicht und 
Sonnenschutz Vertrieb e.K.",,"34.000,00 €"
2008,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Sign design GmbH & Co. 
KG","SignDesign GmbH & Co. KG 
Erweiterung einer Betriebsstätte 
in Neumünster",,"53.650,00 €"
2008,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Skorzak GmbH & Co. KG,"Skorzak & Frey GmbH & 
Co.KG, Errichtung einer 
Betriebsstätte in Flensburg","41.476,98 €",
2012,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,SkyWind GmbH,"WEAC - Windenergieanlagen 
Cluster","486.885,21 €",
2008,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,SLM Solutions GmbH ,"Entwicklung einer neuen 
Generation von Selektive Laser 
Melting Anlagen","274.831,00 €",
2008,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,SLM Solutions GmbH ,"Einstellung 
Innovationsassistent/-in","30.000,00 €",
2012,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Smart Power Electronics 
GmbH & Co.KG","Trinkwasser aus Sonne und 
Wind","25.155,03 €",
2014,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"SMF System-Möbel und 
Fertigelemente 
VertriebsGmbH","Verlagerung und Errichtung 
einer Betriebsstätte in 
Ahrensburg, SMF Vertriebs 
GmbH",,"165.200,00 €"
2013,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,snapmobl GmbH,"Einstellung 
Innovationsassistent/-in","13.500,00 €",
2008,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"soIT GmbH
System Organisation 
Informationstechnik","Einstellung als 
Innovationsassistent/-in","30.000,00 €",
2011,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"soIT GmbH
System Organisation 
Informationstechnik","Einstellung 
Innovationsassistent/-in","19.500,00 €",
2010,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Solarnova Solartechnik 
GmbH & Co.KG","Erweiterung einer Betriebsstätte 
in Wedel (Solarnova 
Solartechnik GmbH & Co. KG)",,"185.046,00 €"
2010,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Solcon Systemtechnik 
GmbH","Einstellung 
Innovationsassistent/-in","17.301,37 €",
2008,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Solcon Systemtechnik 
GmbH","Einstellung 
Innovationsassistent/-in",,"30.000,00 €"
2008,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Solcon Systemtechnik 
GmbH","Einstellung 
Innovationsassistent/-in",,"30.000,00 €"
2011,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Soluro GmbH 6 Co. KG,"Einstellung 
Innovationsassistent/-in","30.000,00 €",
2012,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,SOLVIT GmbH,"Einstellung 
Innovationsassistent/-in","24.000,00 €",
2010,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Söring GmbH,"Söring GmbH, Erweiterung der 
Betriebsstätte in Quickborn","57.934,95 €",
2009,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Söring GmbH
Medizintechnik","Einstellung 
Innovationsassistent/-in","30.000,00 €",
2010,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Söring GmbH
Medizintechnik","Innovatives Gerätekonzept für 
OP-Systeme","1.404.558,00 €",
2013,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Sörnsen Holzleisten 
GmbH","Einführung eines ERP-Systems 
für elektronische 
Kundenkommunikation","81.862,90 €",
2013,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Sportschatz GmbH,"Einstellung 
Innovationsassistent/-in","9.500,00 €",
2010,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Squadra Sportiva e.K.,"Verlagerung einer Betriebsstätte 
nach Sierksdorf, Squadra 
Sportiva e.K.","110.500,00 €",
2011,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Stadt Bad Bramstedt,"Tourismuskonzept für das LTO 
holstein tourismus unter 
besonderer Berücksichtigung 
des Tourismusortes Bad 
Bramstedt","13.482,00 €",
2013,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Stadt Bad Segeberg ,Seepromenade Bad Segeberg,"1.132.744,00 €",
2008,2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Stadt Bad Segeberg ,"Sicherung Kalkberg und 
Kalkberghöhlen in Bad 
Segeberg","1.258.104,00 €",
2010,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Stadt Bad Segeberg ,"Absicherung des Kalkbergs und 
der Kalkberghöhlen in Bad 
Segeberg, III. Bauabschnitt","418.570,00 €",
2009,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Stadt Bad Segeberg ,"Integriertes 
Stadtentwicklungskonzept 
(ISEK) für die Stadt Bad 
Segeberg","70.850,56 €",
2009,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Stadt Bargteheide ,"Gewerbeverbindungsstraße im 
Bereich des B-Planes 5c in der 
Stadt Bargteheide","415.360,12 €",
2011,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Stadt Eckernförde,"Erweiterung Gewerbegebiet 
Nord in der Stadt Eckernförde","924.999,24 €",
2011,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Stadt Eckernförde,"""Nooröffnung"" der Stadt 
Eckernförde","298.662,36 €",
2015,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Stadt Eutin,Süduferpark/Historischer Bauhof,,"1.302.780,00 €"
2010,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Stadt Eutin,"Touristisches 
Entwicklungskonzept für die 
LTD Holsteinische Schweiz","13.595,00 €",
2011,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Stadt Eutin,"Integriertes 
Stadtentwicklungskonzept 
(ISEK) für die Stadt Eutin","47.178,23 €",
2011,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Stadt Fehmarn,"Erweiterung Gewerbegebiet 
Nord in der Stadt Fehmarn","738.104,41 €",
2012,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Stadt Fehmarn,"Touristisches 
Entwicklungskonzept für die 
Insel Fehmarn","24.900,00 €",
2009,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Stadt Flensburg - Der 
Oberbürgermeister -","""mAIS II - mobiles 
Automatisiertes 
Informationssystem""","1.029.604,00 €",
2010,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Stadt Flensburg - Der 
Oberbürgermeister -","Erschließung des 
Gewerbegebietes ""Peelwatt"" in 
Flensburg","672.885,26 €",
2011,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Stadt Flensburg - Der 
Oberbürgermeister -","Ausbau und Modernisierung des 
Wirtschaftshafens Flensburg 1. 
BA","3.457.755,27 €",
2008,2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Stadt Flensburg - Der 
Oberbürgermeister -","Gemeinsames 
Tourismuskonzept für 
Flensburg, Glücksburg und 
Harrislee","28.327,00 €",
2009,2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Stadt Flensburg - Der 
Oberbürgermeister -","Modernisierung Infrastruktur 
Verkehrslandeplatz Flensburg-
Schäferhaus","54.681,45 €",
2010,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Stadt Flensburg - Der 
Oberbürgermeister -","Erweiterung und Neugestaltung 
des Flensburger 
Schifffahrtsmuseums","2.312.004,78 €",
2009,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Stadt Geesthacht  ,"Flächenrecycling Steinstraße in 
Geesthacht-Revitalisierung des 
stillgelegten Gewerbestandortes 
an der Steinstraße 31-35 und 49
-55","1.697.990,79 €",
2010,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Stadt Glücksburg,"Modernisierung der Promenade 
und Kuranlagen Glücksburg, 
1.BA","1.628.651,90 €",
2010,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Stadt Heiligenhafen - Der 
Bürgermeister - ","Neubau einer Seebrücke mit 
Seebrückenvorplatz auf dem 
Steinwarder in Heiligenhafen","3.707.270,00 €",
2009,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Stadt Heiligenhafen - Der 
Bürgermeister - ","Attraktivitätssteigerung der 
Binnensee-Südpromenade in 
Heiligenhafen","3.013.953,72 €",
2008,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Stadt Husum - Der 
Bürgermeister - ","Ausbau der Messehalle Husum 
zum Kongress- und 
Veranstaltungszentrum","11.770.339,57 €",
2012,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Stadt Husum - Der 
Bürgermeister - ","Verbesserung der Infrastruktur 
der Messe Husum, 2. BA des 
Multifunktionsplatzes","441.225,00 €",
2013,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Stadt Itzehoe,"Ausbau der Verkehrsanbindung 
des Gewerbegebietes 
Klostermarsch und Umfeld in 
Itzehoe an das Überregionale 
Verkehrsnetz",,"645.317,00 €"
2008,2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Stadt Kappeln,"Tourismuskonzept für die Stadt 
Kappeln","19.075,00 €",
2009,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Stadt Mölln ,"Integriertes 
Stadtentwicklungskonzept 
(ISEK) für die Stadt Mölln","57.948,49 €",
2009,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Stadt Mölln ,"Wiederherstellung und 
Attraktivierung des Kurparks in 
Mölln","1.574.982,00 €",
2010,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Stadt Neumünster - Der 
Oberbürgermeister -","Entwicklung der Infrastruktur für 
landschaftsbezogenen 
Tourismus in Neumünster","85.610,99 €",
2008,2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Stadt Neumünster - Der 
Oberbürgermeister -","Machbarkeitsstudie 
Messestandort Holstenhallen","59.976,00 €",
2008,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Stadt Norderstedt 
- Der Oberbürgermeister -","Erstellung eines integrierten 
Stadtentwicklungskonzeptes 
(ISEK) für die Stadt Norderstedt","58.629,67 €",
2010,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Stadt Norderstedt 
- Der Oberbürgermeister -",Stadtpark Norderstedt,,"3.928.720,00 €"
2012,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Stadt Norderstedt 
- Der Oberbürgermeister -","Weiterbildungsverbund 
Segeberg","177.381,00 €",
2011,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Stadt Norderstedt 
- Der Oberbürgermeister -","Weiterbildungsverbund 
Segeberg / 2012","140.000,74 €",
2010,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Stadt Norderstedt 
- Der Oberbürgermeister -","Weiterbildungsverbund Kreis 
Segeberg 2011","138.726,98 €",
2007,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Stadt Norderstedt 
- Der Oberbürgermeister -","Weiterbildungsverbund Kreis 
Segeberg","420.019,13 €",
2011,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Stadt Oldenburg in 
Holstein","Ausbau des Wallmuseums in 
Oldenburg","1.107.284,39 €",
2008,2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Stadt Schleswig ,"Tourismuskonzept für die Stadt 
Schleswig","24.204,00 €",
2010,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Stadt Uetersen,"Flächenrecycling Hafensilo in 
Uetersen","229.472,03 €",
2009,2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Stadt Wedel,"Integriertes 
Stadtentwicklungskonzept 
(ISEK) für die Stadt Wedel","65.628,50 €",
2012,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Stadt Wedel,"Natur für Alle - Regionalpark 
Wedeler Au","97.895,00 €",
2013,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Stadt Wedel,"Revitalisierung Stadthafen 
Wedel",,"9.512.080,00 €"
