Year 1,Year 2,source,beneficiary,name_of_operation,on_finish_total_value,allocated_public_funding
2007,2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Landeshauptstadt Kiel ,"Ertüchtigung 
Abfertigungsgebäude des 
Flughafens Kiel-Holtenau","255.329,56 €",
2012,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Landeshauptstadt Kiel ,"Modernisierung des 
Ausstellungshauses ""Historische 
Fischhalle"" des Kieler Stadt- und 
Schifffahrtsmuseums","475.320,00 €",
2010,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Landeshauptstadt Kiel ,Rahmenplan Kieler Förde,"129.050,09 €",
2009,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Landeshauptstadt Kiel ,"Flächenrecycling Marinequartier 
Kiel-Wik - nördlicher Teilbereich","913.616,99 €",
2013,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Landeshauptstadt Kiel ,"Ostuferhafen Kiel - Erweiterung 
druch Reaktivierung und 
Integration des ehemaligen 
""Ortopedia-Geländes""",,"6.960.000,00 €"
2009,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Landeshauptstadt Kiel ,"Beschaffung eines 
multifunktionalen 
Hafenmobilkranes für den 
Ostuferhafen Kiel","1.712.307,40 €",
2010,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Landeshauptstadt Kiel ,"Errichtung einer 
Passagiergangway für die Fähr- 
und Kreuzfahrtschifffahrt am 
Bollhörnkai/Schwedenkai in Kiel","1.835.015,99 €",
2012,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Landeshauptstadt Kiel, 
Amt für Kultur u. 
Weiterbildung, 
Kulturservice
für den 
Weiterbildungsverbund 
Kiel Region","Weiterbildungsverbund Kiel 
Region 2013","404.607,00 €",
2008,2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Landhaus ""ALTES 
PASTORAT"" Süderende","Landhaus ""Altes Pastorat"" 
Modernisierung einer 
Betriebsstätte","94.620,51 €",
2008,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Landhaus Gardels,"Landhaus Gardels, Jan Peters 
Modernisierung einer 
Betriebsstätte in St. 
Michaelisdonn","103.250,00 €",
2012,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Landschlachterei 
Burmeister GmbH & Co. 
KG","Erweiterung einer Betriebsstätte 
in Viöl, Landschlachterei 
Burmeister GmbH & Co. KG","385.000,00 €",
2011,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Landwirtschaftskammer 
Schleswig-Holstein","Modernisierung der 
Berufsbildungsstätte Futterkamp 
der Landwirtschaftskammer S-H","334.980,00 €",
2007,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Lapmaster Wolters GmbH,Neue Prime Wafer Technologie,"973.365,32 €",
2010,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Larsen Danish Seafood 
GmbH","Erweiterung einer Betriebsstätte 
in Harrislee (Larsen Danish 
Seafood GmbH)","303.177,82 €",
2010,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,LaserSoft Imaging AG,SilverFast ID,"96.862,13 €",
2008,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,LaserSoft Imaging AG,"Einstellung 
Innovationsassistent/-in","30.000,00 €",
2013,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"LEAB Automotive GmbH
 und A + R Grundstüc","Erweiterung einer Betriebsstätte 
in Busdorf, LEAB Automotive 
GmbH","70.000,00 €",
2009,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Lebenshilfewerk 
Neumünster GmbH","Energieeffiziente Innovationen 
bei Gewächshäusern","200.000,00 €",
2013,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Lehmann GmbH,Lehmann Port System (LPS),"88.509,46 €",
2007,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Leibniz-Institut für 
Meereswissenschaften an 
der Universität Kiel
IfM-Geomar","KiWiZ - Zentrum für Marine 
Wirkstoffe","2.993.635,95 €",
2008,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Leibniz-Institut für 
Meereswissenschaften an 
der Universität Kiel
IfM-Geomar","NEMO - Teilprojekt der 
Maßnahme ""Aufbau des 
Nationalen Kompetenzzentrums 
Marikultur""","1.400.306,10 €",
2012,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"LENUS Infusionstechnik 
GmbH & Co. KG","Innovative kontinuierlich 
fördernde Pumpe (CED)",,"499.668,75 €"
2012,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,LIACON GmbH,"Erweiterung einer Betriebsstätte 
in Itzehoe, LIACON GmbH, 
vorm. Dispatch Energy 
Innovations GmbH","525.000,00 €",
2008,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Lichtenheldt GmbH,"Lichtenheldt GmbH 
Pharmazeutische Fabrik 
Erweiterung einer Betriebsstätte 
in Wahlstedt","858.905,40 €",
2008,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Liekfeldt Druck GmbH,"Produktdiversifizierung in einer 
Betriebsstätte in Neumünster 
(Liekfeldt), Liekfeldt Druck 
GmbH, Produktdiversifizierung 
in einer Betriebsstätte in 
Neumünster","170.000,00 €",
2010,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Life Science Nord 
Management GmbH","LSN Cell³ - Netzwerk industrielle 
Zelltechnologie in Life Science 
Nord","167.875,62 €",
2010,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Lina Hotel GmbH,"Erweiterung einer Betriebsstätte 
in Kiel, Lina Hotel GmbH","140.000,00 €",
2009,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Lipinski Telekom GmbH,"Errichtung der Betriebsstätte in 
Elmshorn, Lipinski Telekom 
GmbH","32.000,00 €",
2013,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Lisco GmbH,"Einstellung 
Innovationsassistent/-in",,"22.500,00 €"
2011,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"LITRONIK Entwicklungs 
GmbH
Geschäftsleitung","Errichtung einer Betriebsstätte 
in Husum, Litronik Entwicklungs 
GmbH",,"344.325,00 €"
2011,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"LITRONIK Entwicklungs 
GmbH
Geschäftsleitung","Verfahrensentwicklung zur 
Herstellung von 
Hochleistungskondensatoren","436.361,97 €",
2014,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Livespotting Media GmbH,"Einstellung 
Innovationsassistent/-in",,"21.000,00 €"
2008,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Logistikinitiative 
Schleswig-Holstein e.V., 
c./o. KIWI GmbH","Clustermanagement 
Logistikinitiative Schleswig-
Holstein Log-I SH 2008 bis 2011","497.656,36 €",
2008,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Lohndirekt GmbH 
(einfach effizient)","lohndirekt/aktiengesellschaft 
Verlagerung der Betriebsstätte 
in Flensburg","186.538,50 €",
2010,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Loll Feinmechanik GmbH,E-Office,"64.069,37 €",
2010,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Lorentzen & Sievers 
GmbH","Verlagerung und Erweiterung 
einer Betriebsstätte nach 
Henstedt-Ulzburg, Lorentzen & 
Sievers GmbH","180.550,00 €",
2008,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Lubeca Werkzeugbau 
GmbH & Co. TeWe KG","Lubeca Werkzeugbau GmbH 
&Co. TeWe KG Erweiterung der 
Betriebsstätte in Lübeck","89.854,05 €",
2008,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Lübecker Marzipan-Fabrik 
v. Minden & Bruhns 
GmbH & Co. KG 
Geschäftsführung","Lübecker Marzipan-Fabrik v. 
Minden & Bruhns GmbH & Co. 
KG Erweiterung einer 
Betriebsstätte in Stockelsdorf ","727.664,48 €",
2011,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Lübecker Marzipan-Fabrik 
v. Minden & Bruhns 
GmbH & Co. KG 
Geschäftsführung","Grundlegende Änderung des 
Gesamtproduktionsverfahrens in 
einer bestehenden 
Betriebsstätte in Stockelsdorf 
(Lübecker Marzipan-Fabrik v. 
Minden & Bruhns GmbH & Co. 
KG","589.000,00 €",
2008,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Lübecker Marzipan-Fabrik 
v. Minden & Bruhns
GmbH & Co. KG ",Sicherung der Marzipanqualität,"130.000,00 €",
2013,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Lubs GmbH,"Erweiterung einer Betriebsstätte 
in Lübeck, Lubs GmbH","70.000,00 €",
2008,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Lubs GmbH,"Lubs GmbH Verlagerung einer 
Betriebsstätte in Lübeck","105.000,00 €",
2009,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Lubs GmbH,"Lubs GmbH, Erweiterung einer 
Betriebsstätte in Lübeck","61.128,93 €",
2012,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"M & M 
Fräsdienstleistungen 
GmbH & Co. KG
 und Tischlerei Mau ","Erweiterung einer Betriebsstätte 
in Kappeln - M&M 
Fräsdienstleistungen GmbH & 
Co. KG ","558.646,45 €",
2009,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"M. Jürgensen GmbH & 
Co KG","Einführung eines neuen 
Enterprise Resource Planning 
Systems","198.892,19 €",
2010,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"M. Jürgensen GmbH & 
Co KG",Zylinderlaufbuchse 2015,"68.626,18 €",
2011,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"M.O.E. GmbH Moeller 
Operating Engineering","Messtechnischer Nachweis der 
Einhaltung der SDLWindV - 
Anforderungen im Bereich der 
Oberschwingungen","96.001,00 €",
2013,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"M.O.E. GmbH Moeller 
Operating Engineering","Einstellung Innovationsassitent/-
in","24.000,00 €",
2013,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"M.O.E. GmbH Moeller 
Operating Engineering","Einstellung 
Innovationsassistent/-in","24.000,00 €",
2009,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"m.u.t AG
Messgeräte für Medizin 
und Umwelttechnik","Künstliches Pankreas - 
Glukosesensor [[KP]]","606.511,53 €",
2013,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"MacGregor Hatlapa 
GmbH & Co. KG","Entwicklung eines 
Baukastensystems für Anker- 
und Ankerverholwinden","263.391,50 €",
2009,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,MACH AG,"Usability-Engineering für 
Softwaresysteme in öffentlichen 
Verwaltungen [[KOSSE4]]","117.000,00 €",
2010,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,macio GmbH,Linopter,"107.143,70 €",
2010,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,macio GmbH,"Einstellung 
Innovationsassistent/-in","30.000,00 €",
2008,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,macio GmbH,"Einstellung 
Innovationsassistent/-in","30.000,00 €",
2008,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,macio GmbH,"Einstellung 
Innovationsassistent/-in","30.000,00 €",
2008,2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,macio GmbH,"Einstellung 
Innovationsassistent/-in","19.972,57 €",
2013,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,macio GmbH,"Einstellung 
Innovationsassistent/-in","24.000,00 €",
2010,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Malte Karau,"Errichtung einer Betriebsstätte 
auf Langeneß (Malte Karau, 
Hotel Ankers Hörn)","140.000,00 €",
2009,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Mankenberg GmbH,"Einstellung 
Innovationsassistent/-in","15.000,00 €",
2007,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Mankenberg GmbH,"Entwicklung einer neuen 
Generation von 
Pipelinearmaturen großer 
Nennweite für Wasser, Öl und 
Gas","498.477,09 €",
2009,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"MariLim 
Gesellschaft für 
Gewässeruntersuchungen 
mbH","Entwicklung einer innovativen 
Ballastwassermanagementanlag
e [[BW]]","48.604,17 €",
2010,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"MARmed e. K.
 und Erbengemeinscha","Verlagerung und Erweiterung 
einer Betriebsstätte nach 
Fockbek (MARmed e.K.)","86.911,09 €",
2010,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Maschinenbau Lorenzen,"Erweiterung der Betriebsstätte 
in Husum/Rödemis-Hallig, 
Maschinenbau Lorenzen","101.813,00 €",
2008,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Maschinenbau und 
Konstruktion GmbH 
Elmshorn
MUK","Entwicklung eines 
Hochleistungscutters zum 
Schneiden luftdurchlässiger 
Werkstoffe im 
Ultraschneidverfahren","559.883,09 €",
2010,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"mat Maschinen und 
Anlagentechnik Dr. Hans 
A. Becker GmbH","Erweiterung einer Betriebsstätte 
in Bargteheide, mat Maschinen 
u. Anlagenbau Dr. Becker 
GmbH","175.000,00 €",
2014,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Matthias Kolada 
Feinwerktechnik","Verlagerung und Erweiterung 
einer Betriebsstätte, Matthias 
Kolada Feinwerktechnik",,"200.000,00 €"
2014,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Matthias Schernikau 
GmbH Liftfabrik","Verlagerung und Erweiterung 
einer Betriebsstätte in Möhnsen, 
Matthias Schernikau GmbH",,"756.400,00 €"
2008,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Matthias Schernikau 
GmbH Liftfabrik","Matthias Schernikau GmbH 
Erweiterung der Betriebsstätte 
in Lanken","74.100,00 €",
2008,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Max Santa Fe 
Veranstaltungs GmbH
Betriebsstätte Kiel","Einstellung 
Innovationsassistent/-in","30.000,00 €",
2009,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Max Schmidt-Römhild KG,"Max Schmidt-Römhild KG, 
Grundlegende Änderung des 
Produktionsverfahrens in einer 
Betriebsstätte","182.250,00 €",
2011,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Max Steier GmbH & Co. 
KG","Ablösung von PVC-
Weichmaterialien im 
Büroorganisationsbereich","182.985,93 €",
2010,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Maxim Integrated 
Germany GmbH","Prozessentwicklung zur 
Fertigung hochintegrierter 
MEMS-Bauelemente","626.750,00 €",
2009,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Max-Rubner-Institut
Bundesforschungsinstitut 
für Ernährung und 
Lebensmittel","Künstliches Pankreas - 
Teilprojekt 
Stoffwechselmodellierung [[KP]]","683.502,60 €",
